                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                  1.138,                0.71561,                 1.0193,                0.85689,                0.79855,                0.87537,                0.61372,                   1.04,                0.55583,                0.97852,               0.004885,               0.004885,               0.004885
                    157,                  1.138,                0.71077,                 1.0184,                0.85793,                0.79853,                0.87532,                0.61356,                 1.0405,                0.55573,                0.97871,               0.004852,               0.004852,               0.004852
                    158,                 1.1413,                0.71478,                  1.021,                0.85802,                0.79748,                 0.8754,                0.61365,                 1.0405,                0.55542,                0.97871,               0.004819,               0.004819,               0.004819
                    159,                 1.1348,                0.71367,                 1.0169,                0.85792,                0.79704,                0.87539,                0.61398,                 1.0403,                0.55539,                0.97864,               0.004786,               0.004786,               0.004786
                    160,                 1.1312,                0.71099,                 1.0152,                0.85664,                0.79795,                0.87574,                0.61409,                 1.0404,                0.55538,                0.97858,               0.004753,               0.004753,               0.004753
                    161,                 1.1398,                0.72092,                 1.0197,                0.85677,                0.79856,                0.87558,                0.61436,                 1.0403,                0.55526,                0.97857,                0.00472,                0.00472,                0.00472
                    162,                 1.1332,                0.71332,                 1.0178,                0.85758,                0.79788,                0.87574,                0.61436,                 1.0401,                 0.5551,                0.97848,               0.004687,               0.004687,               0.004687
                    163,                 1.1367,                0.71089,                 1.0146,                0.85733,                0.79783,                 0.8758,                0.61428,                 1.0402,                0.55491,                0.97845,               0.004654,               0.004654,               0.004654
                    164,                 1.1326,                0.71062,                 1.0131,                0.85887,                 0.7962,                0.87561,                0.61436,                 1.0397,                0.55475,                0.97829,               0.004621,               0.004621,               0.004621
                    165,                 1.1355,                0.71426,                 1.0169,                0.85867,                0.79601,                0.87604,                0.61456,                 1.0398,                0.55471,                0.97832,               0.004588,               0.004588,               0.004588
                    166,                  1.133,                0.70573,                 1.0162,                0.85863,                0.79623,                0.87606,                0.61485,                 1.0396,                0.55456,                0.97828,               0.004555,               0.004555,               0.004555
                    167,                 1.1211,                0.70346,                 1.0114,                0.85902,                0.79591,                0.87621,                0.61497,                 1.0395,                0.55445,                0.97823,               0.004522,               0.004522,               0.004522
                    168,                  1.132,                 0.7103,                 1.0139,                0.85954,                 0.7962,                0.87615,                0.61496,                 1.0396,                0.55414,                0.97821,               0.004489,               0.004489,               0.004489
                    169,                 1.1362,                0.71107,                 1.0169,                0.85915,                0.79696,                0.87604,                 0.6152,                 1.0395,                0.55381,                0.97825,               0.004456,               0.004456,               0.004456
                    170,                 1.1249,                0.70273,                 1.0142,                0.86007,                0.79661,                0.87627,                0.61527,                 1.0395,                0.55349,                0.97822,               0.004423,               0.004423,               0.004423
                    171,                 1.1199,                0.69831,                 1.0103,                0.86046,                0.79665,                0.87616,                0.61562,                 1.0392,                0.55326,                0.97817,                0.00439,                0.00439,                0.00439
                    172,                 1.1253,                0.70105,                 1.0141,                0.86069,                0.79657,                0.87639,                0.61575,                 1.0393,                0.55333,                0.97815,               0.004357,               0.004357,               0.004357
                    173,                  1.127,                0.70407,                 1.0141,                0.86168,                0.79581,                0.87646,                0.61581,                 1.0393,                0.55317,                0.97822,               0.004324,               0.004324,               0.004324
                    174,                 1.1195,                0.69841,                 1.0098,                0.86029,                  0.796,                0.87589,                0.61597,                 1.0393,                0.55296,                0.97819,               0.004291,               0.004291,               0.004291
                    175,                 1.1294,                0.70465,                 1.0133,                0.85905,                 0.7977,                0.87599,                0.61612,                 1.0389,                0.55287,                0.97806,               0.004258,               0.004258,               0.004258
                    176,                 1.1235,                0.69937,                 1.0081,                0.85824,                0.79839,                0.87602,                0.61664,                 1.0379,                0.55261,                0.97778,               0.004225,               0.004225,               0.004225
                    177,                 1.1221,                0.69955,                 1.0101,                0.85787,                0.79843,                0.87616,                0.61682,                 1.0376,                0.55237,                0.97767,               0.004192,               0.004192,               0.004192
                    178,                 1.1202,                0.69576,                 1.0095,                0.85796,                0.79879,                0.87617,                0.61659,                 1.0379,                0.55237,                0.97775,               0.004159,               0.004159,               0.004159
                    179,                 1.1189,                0.69981,                 1.0112,                 0.8561,                0.79981,                0.87627,                0.61686,                 1.0383,                0.55226,                0.97778,               0.004126,               0.004126,               0.004126
                    180,                 1.1183,                0.69742,                 1.0107,                0.85351,                0.80115,                0.87627,                0.61692,                 1.0383,                0.55223,                0.97782,               0.004093,               0.004093,               0.004093
                    181,                 1.1176,                 0.6972,                 1.0099,                0.85363,                0.80091,                0.87623,                0.61683,                 1.0384,                0.55224,                0.97785,                0.00406,                0.00406,                0.00406
                    182,                 1.1179,                0.69688,                 1.0094,                0.85388,                0.80179,                 0.8764,                0.61704,                  1.038,                0.55205,                0.97775,               0.004027,               0.004027,               0.004027
                    183,                 1.1155,                0.69728,                 1.0095,                0.85474,                0.80155,                0.87691,                0.61733,                  1.038,                0.55198,                0.97775,               0.003994,               0.003994,               0.003994
                    184,                 1.1125,                0.69504,                 1.0048,                0.85398,                0.80293,                 0.8768,                0.61722,                 1.0378,                0.55186,                0.97769,               0.003961,               0.003961,               0.003961
                    185,                 1.1133,                0.69177,                 1.0058,                0.85531,                0.80242,                0.87673,                0.61743,                 1.0375,                0.55173,                0.97766,               0.003928,               0.003928,               0.003928
                    186,                 1.1141,                0.69224,                 1.0072,                 0.8527,                 0.8041,                0.87664,                0.61749,                 1.0374,                0.55144,                0.97765,               0.003895,               0.003895,               0.003895
                    187,                 1.1153,                0.69292,                 1.0075,                0.85343,                0.80422,                0.87661,                0.61761,                 1.0372,                0.55146,                0.97759,               0.003862,               0.003862,               0.003862
                    188,                 1.1133,                0.68774,                 1.0069,                0.85295,                0.80526,                0.87666,                 0.6178,                 1.0366,                0.55123,                0.97738,               0.003829,               0.003829,               0.003829
                    189,                 1.1151,                0.69135,                 1.0075,                0.85271,                0.80585,                0.87673,                0.61824,                 1.0361,                0.55078,                0.97721,               0.003796,               0.003796,               0.003796
                    190,                 1.1122,                0.68974,                  1.007,                0.85436,                0.80533,                0.87693,                0.61856,                  1.036,                0.55057,                0.97714,               0.003763,               0.003763,               0.003763
                    191,                 1.1131,                0.69226,                 1.0093,                0.85429,                0.80572,                0.87689,                0.61847,                 1.0357,                0.55025,                0.97706,                0.00373,                0.00373,                0.00373
                    192,                 1.1097,                0.68833,                 1.0082,                0.85493,                0.80498,                0.87679,                0.61894,                 1.0351,                 0.5499,                0.97687,               0.003697,               0.003697,               0.003697
                    193,                 1.1047,                0.68608,                 1.0043,                0.85489,                0.80534,                0.87693,                0.61911,                  1.035,                0.54987,                 0.9768,               0.003664,               0.003664,               0.003664
                    194,                 1.1058,                0.68631,                  1.004,                0.85469,                0.80597,                0.87699,                0.61902,                 1.0351,                0.54966,                0.97679,               0.003631,               0.003631,               0.003631
                    195,                 1.1147,                0.69154,                 1.0063,                0.85725,                0.80375,                0.87689,                0.61927,                 1.0352,                0.54974,                0.97673,               0.003598,               0.003598,               0.003598
                    196,                 1.1047,                0.68255,                 1.0021,                0.85475,                0.80589,                0.87705,                0.61942,                 1.0347,                0.54969,                 0.9766,               0.003565,               0.003565,               0.003565
                    197,                 1.1057,                0.68386,                 1.0042,                0.85607,                0.80501,                0.87706,                0.61979,                 1.0347,                0.54954,                0.97659,               0.003532,               0.003532,               0.003532
                    198,                 1.1013,                0.68177,                  1.003,                0.85644,                0.80472,                0.87718,                0.61989,                 1.0342,                0.54915,                0.97648,               0.003499,               0.003499,               0.003499
                    199,                 1.1082,                0.68739,                  1.005,                0.85864,                0.80301,                0.87733,                0.62038,                 1.0333,                0.54896,                0.97626,               0.003466,               0.003466,               0.003466
                    200,                 1.1032,                0.68269,                  1.003,                 0.8593,                0.80191,                0.87716,                0.62013,                 1.0331,                0.54878,                0.97615,               0.003433,               0.003433,               0.003433
                    201,                 1.1001,                0.67883,                 1.0019,                0.85954,                0.80132,                 0.8768,                0.62009,                 1.0329,                0.54861,                0.97602,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.1054,                0.68208,                 1.0014,                0.85658,                0.80313,                0.87689,                0.62003,                 1.0327,                0.54863,                0.97595,               0.003367,               0.003367,               0.003367
                    203,                 1.0981,                0.68095,                 1.0003,                0.85694,                0.80269,                0.87688,                0.62015,                 1.0325,                0.54844,                0.97586,               0.003334,               0.003334,               0.003334
                    204,                 1.0951,                0.67322,                0.99759,                0.85647,                0.80173,                0.87711,                0.62055,                 1.0321,                 0.5483,                0.97568,               0.003301,               0.003301,               0.003301
                    205,                 1.0981,                0.67845,                 1.0015,                0.85633,                0.80172,                 0.8773,                0.62092,                 1.0318,                0.54822,                0.97557,               0.003268,               0.003268,               0.003268
                    206,                 1.0955,                0.67433,                0.99731,                 0.8547,                0.80401,                 0.8774,                0.62075,                 1.0318,                0.54802,                0.97549,               0.003235,               0.003235,               0.003235
                    207,                 1.0988,                0.67828,                 1.0029,                0.85765,                0.80114,                0.87732,                 0.6212,                 1.0318,                0.54795,                0.97549,               0.003202,               0.003202,               0.003202
                    208,                 1.0963,                0.67534,                 1.0018,                0.85814,                  0.802,                0.87752,                0.62134,                 1.0314,                0.54773,                0.97542,               0.003169,               0.003169,               0.003169
                    209,                 1.0945,                0.67349,                 0.9985,                0.85627,                0.80352,                0.87777,                0.62168,                 1.0315,                0.54777,                0.97548,               0.003136,               0.003136,               0.003136
                    210,                  1.096,                0.67422,                0.99769,                0.85764,                0.80146,                0.87774,                0.62158,                 1.0315,                0.54781,                0.97543,               0.003103,               0.003103,               0.003103
                    211,                 1.0933,                  0.671,                0.99863,                0.85773,                0.80179,                0.87772,                0.62128,                 1.0318,                0.54797,                 0.9755,                0.00307,                0.00307,                0.00307
                    212,                 1.0932,                0.67212,                0.99712,                0.85455,                0.80447,                0.87786,                0.62136,                 1.0324,                0.54791,                0.97561,               0.003037,               0.003037,               0.003037
                    213,                 1.0921,                0.66935,                0.99781,                0.85598,                0.80418,                0.87794,                0.62144,                 1.0324,                0.54801,                0.97561,               0.003004,               0.003004,               0.003004
                    214,                 1.0892,                0.67073,                0.99611,                0.85605,                0.80475,                0.87791,                0.62143,                 1.0325,                0.54764,                 0.9756,               0.002971,               0.002971,               0.002971
                    215,                 1.0847,                0.66704,                0.99595,                0.85555,                0.80548,                0.87794,                0.62135,                 1.0327,                0.54758,                 0.9756,               0.002938,               0.002938,               0.002938
                    216,                 1.0954,                0.67482,                0.99991,                0.85548,                0.80583,                0.87774,                0.62136,                 1.0328,                0.54746,                0.97562,               0.002905,               0.002905,               0.002905
                    217,                 1.0818,                0.66488,                0.99542,                0.85529,                0.80606,                0.87774,                0.62128,                 1.0322,                0.54737,                 0.9754,               0.002872,               0.002872,               0.002872
                    218,                 1.0865,                0.66549,                0.99478,                0.85717,                0.80477,                0.87771,                0.62136,                  1.032,                 0.5471,                0.97536,               0.002839,               0.002839,               0.002839
                    219,                 1.0829,                0.66238,                0.99372,                0.85675,                0.80434,                0.87779,                0.62158,                 1.0319,                0.54694,                0.97531,               0.002806,               0.002806,               0.002806
                    220,                 1.0811,                0.66449,                0.99387,                0.85647,                 0.8052,                0.87774,                0.62162,                 1.0319,                0.54693,                0.97525,               0.002773,               0.002773,               0.002773
                    221,                 1.0864,                0.66734,                0.99537,                0.85578,                 0.8051,                0.87767,                0.62168,                 1.0323,                0.54674,                0.97529,                0.00274,                0.00274,                0.00274
                    222,                 1.0885,                0.66642,                0.99442,                0.85359,                0.80649,                0.87745,                0.62178,                 1.0323,                0.54679,                0.97518,               0.002707,               0.002707,               0.002707
                    223,                 1.0809,                0.66317,                0.99466,                0.85567,                0.80482,                0.87738,                0.62151,                 1.0323,                0.54688,                0.97512,               0.002674,               0.002674,               0.002674
                    224,                 1.0887,                 0.6683,                0.99502,                 0.8551,                0.80628,                 0.8775,                 0.6215,                 1.0328,                0.54675,                0.97515,               0.002641,               0.002641,               0.002641
                    225,                 1.0728,                0.65662,                0.99336,                 0.8535,                0.80732,                0.87746,                0.62152,                  1.033,                0.54692,                0.97518,               0.002608,               0.002608,               0.002608
                    226,                 1.0693,                0.65202,                0.98947,                0.85119,                0.80848,                0.87751,                0.62171,                  1.033,                0.54672,                0.97515,               0.002575,               0.002575,               0.002575
                    227,                 1.0761,                0.65725,                0.99217,                0.84943,                0.81001,                 0.8775,                0.62146,                 1.0328,                0.54658,                0.97503,               0.002542,               0.002542,               0.002542
                    228,                 1.0807,                0.65883,                0.99285,                   0.85,                0.80954,                0.87736,                 0.6216,                 1.0329,                 0.5465,                  0.975,               0.002509,               0.002509,               0.002509
                    229,                 1.0781,                0.65775,                0.99462,                 0.8498,                0.80975,                0.87745,                0.62142,                 1.0332,                0.54667,                 0.9751,               0.002476,               0.002476,               0.002476
                    230,                 1.0753,                0.65763,                0.99209,                0.84887,                0.81163,                0.87739,                0.62191,                  1.033,                0.54653,                0.97503,               0.002443,               0.002443,               0.002443
                    231,                 1.0657,                0.64862,                0.98892,                 0.8434,                0.81597,                 0.8774,                0.62214,                 1.0326,                0.54624,                0.97486,                0.00241,                0.00241,                0.00241
                    232,                 1.0713,                0.65232,                0.98976,                0.84249,                0.81615,                0.87751,                0.62259,                 1.0324,                0.54639,                0.97479,               0.002377,               0.002377,               0.002377
                    233,                 1.0731,                0.65573,                0.99349,                0.84223,                0.81633,                0.87756,                0.62258,                 1.0318,                0.54641,                0.97477,               0.002344,               0.002344,               0.002344
                    234,                 1.0722,                0.65322,                0.99144,                0.84244,                0.81805,                0.87763,                0.62271,                 1.0315,                0.54626,                0.97466,               0.002311,               0.002311,               0.002311
                    235,                 1.0704,                0.64909,                0.99053,                0.84221,                0.81787,                0.87734,                0.62292,                 1.0316,                0.54626,                 0.9747,               0.002278,               0.002278,               0.002278
                    236,                 1.0665,                0.64917,                0.98951,                0.84269,                0.81756,                 0.8774,                0.62291,                 1.0311,                0.54632,                 0.9747,               0.002245,               0.002245,               0.002245
                    237,                 1.0753,                0.65675,                0.99222,                0.83993,                 0.8208,                 0.8774,                  0.623,                 1.0312,                 0.5465,                0.97468,               0.002212,               0.002212,               0.002212
                    238,                 1.0688,                0.64993,                0.98862,                0.83793,                0.82182,                0.87726,                0.62284,                 1.0311,                0.54646,                0.97463,               0.002179,               0.002179,               0.002179
                    239,                 1.0655,                0.64746,                0.98767,                0.83853,                0.82187,                0.87722,                0.62269,                 1.0311,                0.54649,                0.97463,               0.002146,               0.002146,               0.002146
                    240,                 1.0564,                0.64358,                0.98518,                0.83824,                0.82289,                0.87731,                 0.6226,                 1.0312,                0.54652,                0.97464,               0.002113,               0.002113,               0.002113
                    241,                  1.068,                0.65109,                0.99283,                0.84169,                0.81766,                0.87725,                0.62261,                 1.0305,                0.54631,                0.97446,                0.00208,                0.00208,                0.00208
                    242,                 1.0639,                0.64507,                0.98922,                0.84077,                0.81952,                0.87726,                0.62297,                   1.03,                0.54631,                0.97432,               0.002047,               0.002047,               0.002047
                    243,                 1.0639,                0.64356,                0.98771,                0.83983,                0.81867,                0.87718,                0.62286,                 1.0301,                0.54636,                 0.9743,               0.002014,               0.002014,               0.002014
                    244,                 1.0534,                 0.6387,                 0.9843,                0.84007,                0.82012,                0.87707,                 0.6227,                 1.0297,                0.54631,                0.97424,               0.001981,               0.001981,               0.001981
                    245,                 1.0588,                0.64299,                0.98512,                0.84183,                0.81733,                0.87697,                0.62267,                 1.0294,                0.54638,                0.97413,               0.001948,               0.001948,               0.001948
                    246,                 1.0642,                0.64684,                0.98697,                0.84087,                 0.8195,                0.87684,                0.62281,                  1.029,                0.54621,                0.97399,               0.001915,               0.001915,               0.001915
                    247,                 1.0505,                0.63399,                0.98027,                0.84008,                0.81935,                0.87683,                0.62263,                 1.0288,                0.54641,                0.97385,               0.001882,               0.001882,               0.001882
                    248,                 1.0586,                0.64039,                0.98486,                0.84006,                0.82032,                 0.8768,                0.62287,                 1.0288,                0.54647,                0.97382,               0.001849,               0.001849,               0.001849
                    249,                 1.0554,                0.64067,                0.98778,                0.84083,                0.81924,                0.87675,                0.62326,                 1.0278,                0.54625,                0.97359,               0.001816,               0.001816,               0.001816
                    250,                 1.0474,                0.63464,                0.98216,                0.83913,                0.82097,                0.87655,                0.62337,                 1.0275,                0.54659,                0.97353,               0.001783,               0.001783,               0.001783
                    251,                  1.051,                0.63143,                0.98255,                0.84046,                0.81928,                0.87638,                0.62321,                 1.0271,                 0.5468,                0.97343,                0.00175,                0.00175,                0.00175
                    252,                 1.0469,                0.63574,                0.98375,                0.84062,                0.82035,                0.87633,                0.62291,                 1.0272,                0.54703,                0.97361,               0.001717,               0.001717,               0.001717
                    253,                 1.0485,                0.63273,                0.98416,                0.83914,                0.82128,                0.87629,                0.62304,                 1.0271,                0.54729,                0.97351,               0.001684,               0.001684,               0.001684
                    254,                  1.042,                0.62754,                0.97994,                0.84044,                0.82056,                0.87603,                0.62263,                 1.0277,                0.54768,                0.97362,               0.001651,               0.001651,               0.001651
                    255,                 1.0511,                0.63458,                0.98117,                0.83959,                0.82152,                0.87621,                 0.6229,                 1.0271,                0.54743,                0.97349,               0.001618,               0.001618,               0.001618
                    256,                 1.0478,                0.63339,                0.98479,                0.83943,                0.82121,                0.87585,                0.62263,                 1.0274,                0.54784,                0.97365,               0.001585,               0.001585,               0.001585
                    257,                 1.0439,                0.62975,                0.98141,                0.84069,                0.81923,                0.87575,                0.62267,                 1.0275,                0.54808,                0.97369,               0.001552,               0.001552,               0.001552
                    258,                 1.0458,                0.63239,                0.98226,                0.84009,                 0.8195,                0.87576,                0.62296,                 1.0272,                0.54813,                0.97363,               0.001519,               0.001519,               0.001519
                    259,                 1.0468,                 0.6314,                0.98178,                0.83905,                0.82048,                0.87566,                0.62305,                 1.0271,                0.54844,                0.97366,               0.001486,               0.001486,               0.001486
                    260,                 1.0425,                0.62767,                0.97967,                0.84095,                0.81926,                0.87579,                0.62337,                 1.0268,                0.54842,                0.97349,               0.001453,               0.001453,               0.001453
                    261,                 1.0493,                0.63335,                0.98043,                0.84159,                0.81812,                0.87551,                0.62278,                 1.0272,                0.54901,                 0.9736,                0.00142,                0.00142,                0.00142
                    262,                 1.0368,                0.62221,                0.97786,                0.84198,                 0.8181,                0.87547,                0.62281,                 1.0271,                0.54901,                0.97351,               0.001387,               0.001387,               0.001387
                    263,                 1.0429,                0.62697,                0.98049,                 0.8419,                0.81948,                0.87544,                0.62272,                 1.0274,                0.54922,                0.97353,               0.001354,               0.001354,               0.001354
                    264,                  1.044,                0.62515,                0.97679,                0.84094,                0.81967,                 0.8754,                0.62305,                  1.027,                0.54924,                0.97351,               0.001321,               0.001321,               0.001321
                    265,                  1.038,                0.62581,                0.97981,                0.84103,                0.81929,                0.87534,                0.62306,                 1.0273,                 0.5496,                0.97353,               0.001288,               0.001288,               0.001288
                    266,                 1.0369,                0.62252,                0.97776,                0.84074,                0.81901,                0.87534,                0.62304,                 1.0278,                0.54996,                0.97362,               0.001255,               0.001255,               0.001255
                    267,                 1.0271,                0.61403,                0.97488,                0.84019,                0.81972,                0.87524,                0.62323,                 1.0277,                0.55007,                0.97358,               0.001222,               0.001222,               0.001222
                    268,                 1.0341,                0.62276,                0.97705,                0.84117,                0.81932,                0.87525,                0.62311,                 1.0273,                0.55019,                0.97348,               0.001189,               0.001189,               0.001189
                    269,                  1.026,                0.61363,                0.97509,                0.84065,                0.81988,                0.87518,                0.62346,                  1.027,                0.55015,                0.97347,               0.001156,               0.001156,               0.001156
                    270,                 1.0354,                0.62251,                0.97388,                0.84225,                0.81809,                0.87502,                0.62302,                 1.0276,                0.55067,                0.97354,               0.001123,               0.001123,               0.001123
                    271,                 1.0317,                0.61754,                0.97498,                  0.842,                0.81819,                0.87497,                0.62339,                 1.0279,                0.55094,                0.97364,                0.00109,                0.00109,                0.00109
                    272,                 1.0278,                0.61216,                0.97711,                0.84294,                0.81834,                0.87502,                0.62343,                 1.0275,                0.55102,                 0.9735,               0.001057,               0.001057,               0.001057
                    273,                 1.0252,                0.61506,                 0.9742,                0.84398,                0.81719,                 0.8748,                0.62355,                  1.027,                0.55087,                0.97337,               0.001024,               0.001024,               0.001024
                    274,                 1.0342,                0.62066,                0.97601,                0.84517,                0.81564,                 0.8748,                 0.6233,                 1.0269,                0.55102,                0.97334,               0.000991,               0.000991,               0.000991
                    275,                 1.0314,                0.61588,                0.97714,                0.84381,                0.81681,                0.87445,                0.62347,                 1.0265,                 0.5511,                0.97326,               0.000958,               0.000958,               0.000958
                    276,                 1.0252,                0.61385,                0.97402,                0.84508,                0.81603,                0.87466,                0.62342,                 1.0258,                 0.5511,                0.97304,               0.000925,               0.000925,               0.000925
                    277,                 1.0225,                0.61177,                0.97477,                0.84425,                0.81642,                0.87464,                0.62351,                 1.0255,                0.55127,                0.97295,               0.000892,               0.000892,               0.000892
                    278,                 1.0192,                0.60782,                0.97181,                0.84316,                0.81657,                0.87447,                0.62357,                 1.0257,                0.55157,                  0.973,               0.000859,               0.000859,               0.000859
                    279,                 1.0196,                0.60659,                0.97235,                0.84358,                0.81714,                0.87439,                0.62363,                 1.0257,                0.55161,                0.97296,               0.000826,               0.000826,               0.000826
                    280,                 1.0165,                 0.6043,                0.96959,                 0.8418,                0.81634,                0.87388,                0.62373,                 1.0252,                0.55181,                0.97275,               0.000793,               0.000793,               0.000793
                    281,                 1.0177,                0.60731,                0.96912,                0.84216,                0.81656,                0.87383,                0.62375,                 1.0249,                0.55168,                0.97264,                0.00076,                0.00076,                0.00076
                    282,                 1.0111,                0.60443,                0.96802,                0.84105,                0.81626,                0.87311,                0.62353,                 1.0247,                0.55197,                0.97261,               0.000727,               0.000727,               0.000727
                    283,                 1.0137,                0.60391,                0.96804,                0.84237,                0.81571,                 0.8732,                0.62363,                 1.0245,                 0.5521,                0.97252,               0.000694,               0.000694,               0.000694
                    284,                 1.0134,                0.60205,                0.96573,                0.84206,                0.81513,                0.87304,                0.62354,                 1.0241,                0.55211,                 0.9724,               0.000661,               0.000661,               0.000661
                    285,                 1.0137,                  0.601,                0.96791,                0.84313,                  0.814,                 0.8731,                0.62359,                 1.0239,                0.55215,                0.97236,               0.000628,               0.000628,               0.000628
                    286,                 1.0115,                0.60249,                0.96933,                0.84331,                0.81374,                0.87294,                0.62358,                 1.0237,                0.55211,                0.97233,               0.000595,               0.000595,               0.000595
                    287,                 1.0174,                0.60706,                0.97182,                0.84395,                0.81406,                0.87295,                0.62334,                 1.0236,                0.55232,                0.97237,               0.000562,               0.000562,               0.000562
                    288,                 1.0062,                0.59757,                0.96643,                0.84479,                0.81288,                0.87304,                0.62368,                 1.0231,                0.55216,                0.97231,               0.000529,               0.000529,               0.000529
                    289,                 1.0082,                0.60115,                0.96806,                0.84563,                0.81237,                0.87306,                0.62369,                 1.0228,                0.55213,                0.97224,               0.000496,               0.000496,               0.000496
                    290,                 1.0136,                0.60119,                0.96859,                0.84682,                0.81119,                 0.8729,                0.62366,                 1.0223,                0.55211,                0.97219,               0.000463,               0.000463,               0.000463
                    291,                0.85182,                0.44359,                0.91761,                0.84654,                0.81148,                0.87287,                0.62387,                 1.0219,                0.55212,                0.97208,                0.00043,                0.00043,                0.00043
                    292,                0.83375,                0.43117,                 0.9119,                0.84667,                0.81013,                0.87301,                0.62378,                 1.0216,                0.55216,                  0.972,               0.000397,               0.000397,               0.000397
                    293,                0.82815,                0.42671,                0.90933,                0.84772,                0.80916,                  0.873,                0.62377,                 1.0211,                0.55203,                0.97187,               0.000364,               0.000364,               0.000364
                    294,                 0.8264,                0.42602,                0.90925,                0.84797,                0.80903,                0.87271,                0.62414,                 1.0206,                0.55201,                0.97175,               0.000331,               0.000331,               0.000331
                    295,                0.82483,                0.42329,                0.90875,                0.84785,                0.80952,                0.87258,                0.62434,                 1.0199,                0.55191,                0.97158,               0.000298,               0.000298,               0.000298
                    296,                0.82103,                0.42234,                0.90793,                0.84897,                0.80731,                 0.8726,                 0.6247,                 1.0191,                0.55188,                0.97142,               0.000265,               0.000265,               0.000265
                    297,                0.81556,                0.41864,                0.90695,                0.84903,                0.80794,                0.87274,                0.62491,                 1.0185,                0.55189,                0.97136,               0.000232,               0.000232,               0.000232
                    298,                0.81689,                0.41696,                0.90597,                0.85086,                0.80606,                0.87263,                 0.6248,                 1.0182,                0.55209,                0.97137,               0.000199,               0.000199,               0.000199
                    299,                0.81405,                0.41824,                0.90725,                0.85136,                0.80597,                 0.8726,                0.62508,                 1.0172,                0.55207,                0.97123,               0.000166,               0.000166,               0.000166
                    300,                  0.812,                0.41472,                0.90485,                0.85163,                0.80595,                0.87266,                 0.6253,                 1.0168,                0.55222,                0.97112,               0.000133,               0.000133,               0.000133
